Bolge,Ulke_Sehir,Cinsiyet,Kanser_Turu,Yas_Grubu,Yillik_Vaka_Hizi_100Bin,Yillik_Olum_Hizi_100Bin,Bes_Yillik_Sagkalim_Yuzdesi
Turkiye,Hatay,Kadin,Diger,70+,19.4,9.9,52.4
Turkiye,Isparta,Erkek,Akciger,30-49,12.3,5.5,20.6
Turkiye,Isparta,Erkek,Akciger,50-69,58.3,46.1,15.4
Turkiye,Isparta,Erkek,Akciger,70+,93.8,84.8,5.0
Turkiye,Isparta,Erkek,Prostat,30-49,25.9,4.5,92.5
Turkiye,Isparta,Erkek,Prostat,50-69,34.4,6.0,90.3
Turkiye,Isparta,Erkek,Prostat,70+,206.6,64.7,72.1
Turkiye,Isparta,Erkek,Kolorektal,30-49,12.0,3.7,65.2
Turkiye,Isparta,Erkek,Kolorektal,50-69,27.0,10.0,59.3
Turkiye,Isparta,Erkek,Kolorektal,70+,100.3,62.8,48.6
Turkiye,Isparta,Erkek,Tiroid,30-49,9.5,0.6,98.9
Turkiye,Isparta,Erkek,Tiroid,50-69,9.9,0.5,97.6
Turkiye,Isparta,Erkek,Tiroid,70+,11.8,1.1,88.4
Turkiye,Isparta,Erkek,Mide,30-49,3.3,1.5,26.8
Turkiye,Isparta,Erkek,Mide,50-69,20.4,15.6,23.8
Turkiye,Isparta,Erkek,Mide,70+,26.0,23.6,11.9
Turkiye,Isparta,Erkek,Mesane,30-49,5.2,1.3,76.5
Turkiye,Isparta,Erkek,Mesane,50-69,29.6,8.6,70.8
Turkiye,Isparta,Erkek,Mesane,70+,42.6,17.2,59.3
Turkiye,Isparta,Erkek,Diger,30-49,2.5,0.7,69.6
Turkiye,Isparta,Erkek,Diger,50-69,15.9,4.8,65.7
Turkiye,Isparta,Erkek,Diger,70+,21.5,7.4,56.6
Turkiye,Isparta,Kadin,Akciger,30-49,2.8,1.2,17.5
Turkiye,Isparta,Kadin,Akciger,50-69,14.4,10.6,15.6
Turkiye,Isparta,Kadin,Akciger,70+,19.9,19.1,5.6
Turkiye,Isparta,Kadin,Meme,30-49,50.2,6.9,88.5
Turkiye,Isparta,Kadin,Meme,50-69,130.1,30.1,84.0
Turkiye,Isparta,Kadin,Meme,70+,164.1,35.0,75.0
Turkiye,Isparta,Kadin,Kolorektal,30-49,11.7,4.4,62.1
Turkiye,Isparta,Kadin,Kolorektal,50-69,22.5,10.6,55.4
Turkiye,Isparta,Kadin,Kolorektal,70+,100.9,46.7,47.1
Turkiye,Isparta,Kadin,Tiroid,30-49,31.7,0.6,99.5
Turkiye,Isparta,Kadin,Tiroid,50-69,39.1,0.6,98.1
Turkiye,Isparta,Kadin,Tiroid,70+,53.3,1.1,83.7
Turkiye,Isparta,Kadin,Mide,30-49,2.2,0.8,26.4
Turkiye,Isparta,Kadin,Mide,50-69,11.1,9.5,23.0
Turkiye,Isparta,Kadin,Mide,70+,14.3,11.4,11.4
Turkiye,Isparta,Kadin,Mesane,30-49,1.1,0.3,74.6
Turkiye,Isparta,Kadin,Mesane,50-69,6.3,2.1,70.8
Turkiye,Isparta,Kadin,Mesane,70+,9.9,3.4,55.7
Turkiye,Isparta,Kadin,Diger,30-49,2.9,0.6,68.9
Turkiye,Isparta,Kadin,Diger,50-69,14.1,4.9,67.9
Turkiye,Isparta,Kadin,Diger,70+,22.3,9.4,50.5
Turkiye,Mersin,Erkek,Akciger,30-49,10.1,4.8,18.0
Turkiye,Mersin,Erkek,Akciger,50-69,66.7,54.2,14.6
Turkiye,Mersin,Erkek,Akciger,70+,86.6,86.0,5.0
Turkiye,Mersin,Erkek,Prostat,30-49,27.7,4.0,92.0
Turkiye,Mersin,Erkek,Prostat,50-69,34.4,5.8,88.3
Turkiye,Mersin,Erkek,Prostat,70+,248.7,65.9,75.7
Turkiye,Mersin,Erkek,Kolorektal,30-49,11.5,3.9,64.3
Turkiye,Mersin,Erkek,Kolorektal,50-69,26.4,10.1,59.4
Turkiye,Mersin,Erkek,Kolorektal,70+,106.3,58.0,48.7
Turkiye,Mersin,Erkek,Tiroid,30-49,10.6,0.6,98.7
Turkiye,Mersin,Erkek,Tiroid,50-69,10.0,0.6,96.4
Turkiye,Mersin,Erkek,Tiroid,70+,14.4,1.1,86.7
Turkiye,Mersin,Erkek,Mide,30-49,3.1,2.0,28.5
Turkiye,Mersin,Erkek,Mide,50-69,17.9,13.2,22.7
Turkiye,Mersin,Erkek,Mide,70+,25.7,20.6,10.3
Turkiye,Mersin,Erkek,Mesane,30-49,4.7,1.0,74.9
Turkiye,Mersin,Erkek,Mesane,50-69,32.6,8.5,74.0
Turkiye,Mersin,Erkek,Mesane,70+,36.8,17.4,58.6
Turkiye,Mersin,Erkek,Diger,30-49,2.9,0.6,71.6
Turkiye,Mersin,Erkek,Diger,50-69,14.5,4.6,67.6
Turkiye,Mersin,Erkek,Diger,70+,20.8,8.9,55.2
Turkiye,Mersin,Kadin,Akciger,30-49,2.3,1.3,18.4
Turkiye,Mersin,Kadin,Akciger,50-69,13.9,10.6,12.3
Turkiye,Mersin,Kadin,Akciger,70+,18.4,14.7,5.0
Turkiye,Mersin,Kadin,Meme,30-49,47.8,7.6,85.5
Turkiye,Mersin,Kadin,Meme,50-69,127.5,23.6,86.4
Turkiye,Mersin,Kadin,Meme,70+,175.8,39.4,76.8
Turkiye,Mersin,Kadin,Kolorektal,30-49,10.7,4.3,62.8
Turkiye,Mersin,Kadin,Kolorektal,50-69,25.5,9.3,58.2
Turkiye,Mersin,Kadin,Kolorektal,70+,87.3,53.3,46.8
Turkiye,Mersin,Kadin,Tiroid,30-49,49.1,0.6,98.8
Turkiye,Mersin,Kadin,Tiroid,50-69,41.6,0.6,99.5
Turkiye,Mersin,Kadin,Tiroid,70+,60.1,1.2,85.8
Turkiye,Mersin,Kadin,Mide,30-49,2.1,1.2,29.8
Turkiye,Mersin,Kadin,Mide,50-69,11.4,8.7,22.9
Turkiye,Mersin,Kadin,Mide,70+,16.5,13.2,11.0
Turkiye,Mersin,Kadin,Mesane,30-49,1.1,0.3,76.2
Turkiye,Mersin,Kadin,Mesane,50-69,6.1,1.9,66.3
Turkiye,Mersin,Kadin,Mesane,70+,8.7,3.8,58.1
Turkiye,Mersin,Kadin,Diger,30-49,2.8,0.6,71.5
Turkiye,Mersin,Kadin,Diger,50-69,15.1,4.7,66.8
Turkiye,Mersin,Kadin,Diger,70+,20.6,9.1,52.1
Turkiye,Istanbul,Erkek,Akciger,30-49,13.2,7.9,19.5
Turkiye,Istanbul,Erkek,Akciger,50-69,80.5,63.6,11.7
Turkiye,Istanbul,Erkek,Akciger,70+,104.7,83.8,5.0
Turkiye,Istanbul,Erkek,Prostat,30-49,25.6,4.9,90.2
Turkiye,Istanbul,Erkek,Prostat,50-69,28.1,5.9,86.1
Turkiye,Istanbul,Erkek,Prostat,70+,187.3,65.6,75.9
Turkiye,Istanbul,Erkek,Kolorektal,30-49,12.2,3.9,66.8
Turkiye,Istanbul,Erkek,Kolorektal,50-69,25.3,11.2,58.1
Turkiye,Istanbul,Erkek,Kolorektal,70+,88.8,53.4,46.1
Turkiye,Istanbul,Erkek,Tiroid,30-49,9.3,0.7,96.9
Turkiye,Istanbul,Erkek,Tiroid,50-69,8.7,0.6,98.9
Turkiye,Istanbul,Erkek,Tiroid,70+,12.9,1.2,81.8
Turkiye,Istanbul,Erkek,Mide,30-49,2.8,1.7,29.5
Turkiye,Istanbul,Erkek,Mide,50-69,16.6,11.4,24.0
Turkiye,Istanbul,Erkek,Mide,70+,27.1,24.0,9.2
Turkiye,Istanbul,Erkek,Mesane,30-49,5.1,1.1,74.4
Turkiye,Istanbul,Erkek,Mesane,50-69,32.2,6.9,69.5
Turkiye,Istanbul,Erkek,Mesane,70+,39.5,15.4,58.0
Turkiye,Istanbul,Erkek,Diger,30-49,2.9,0.5,69.6
Turkiye,Istanbul,Erkek,Diger,50-69,15.7,5.7,64.1
Turkiye,Istanbul,Erkek,Diger,70+,21.5,7.5,48.7
Turkiye,Istanbul,Kadin,Akciger,30-49,3.4,1.6,21.6
Turkiye,Istanbul,Kadin,Akciger,50-69,15.6,13.7,18.4
Turkiye,Istanbul,Kadin,Akciger,70+,25.3,23.5,5.0
Turkiye,Istanbul,Kadin,Meme,30-49,42.0,8.3,84.9
Turkiye,Istanbul,Kadin,Meme,50-69,119.6,21.0,83.9
Turkiye,Istanbul,Kadin,Meme,70+,179.5,40.8,76.6
Turkiye,Istanbul,Kadin,Kolorektal,30-49,12.2,3.3,65.1
Turkiye,Istanbul,Kadin,Kolorektal,50-69,24.8,11.6,59.0
Turkiye,Istanbul,Kadin,Kolorektal,70+,83.4,56.7,51.0
Turkiye,Istanbul,Kadin,Tiroid,30-49,39.5,0.6,99.5
Turkiye,Istanbul,Kadin,Tiroid,50-69,38.6,0.6,96.2
Turkiye,Istanbul,Kadin,Tiroid,70+,54.2,1.1,84.7
Turkiye,Istanbul,Kadin,Mide,30-49,2.3,1.1,25.9
Turkiye,Istanbul,Kadin,Mide,50-69,12.4,8.8,24.4
Turkiye,Istanbul,Kadin,Mide,70+,15.7,12.6,11.9
Turkiye,Istanbul,Kadin,Mesane,30-49,1.1,0.2,73.5
Turkiye,Istanbul,Kadin,Mesane,50-69,6.4,2.2,70.1
Turkiye,Istanbul,Kadin,Mesane,70+,7.5,3.5,55.4
Turkiye,Istanbul,Kadin,Diger,30-49,2.7,0.6,67.8
Turkiye,Istanbul,Kadin,Diger,50-69,14.9,5.1,68.8
Turkiye,Istanbul,Kadin,Diger,70+,18.5,9.6,54.8
Turkiye,Izmir,Erkek,Akciger,30-49,10.5,6.3,18.7
Turkiye,Izmir,Erkek,Akciger,50-69,62.9,58.3,16.1
Turkiye,Izmir,Erkek,Akciger,70+,90.3,87.9,5.0
Turkiye,Izmir,Erkek,Prostat,30-49,25.7,5.0,88.8
Turkiye,Izmir,Erkek,Prostat,50-69,29.3,6.1,85.2
Turkiye,Izmir,Erkek,Prostat,70+,190.1,64.2,72.5
Turkiye,Izmir,Erkek,Kolorektal,30-49,11.3,4.1,61.1
Turkiye,Izmir,Erkek,Kolorektal,50-69,22.7,10.4,60.3
Turkiye,Izmir,Erkek,Kolorektal,70+,93.7,53.9,47.1
Turkiye,Izmir,Erkek,Tiroid,30-49,9.3,0.6,98.9
Turkiye,Izmir,Erkek,Tiroid,50-69,10.4,0.6,96.2
Turkiye,Izmir,Erkek,Tiroid,70+,16.5,1.1,85.6
Turkiye,Izmir,Erkek,Mide,30-49,3.4,1.8,29.7
Turkiye,Izmir,Erkek,Mide,50-69,17.4,14.1,24.9
Turkiye,Izmir,Erkek,Mide,70+,25.3,20.2,14.1
Turkiye,Izmir,Erkek,Mesane,30-49,5.4,1.1,73.4
Turkiye,Izmir,Erkek,Mesane,50-69,32.9,9.1,71.9
Turkiye,Izmir,Erkek,Mesane,70+,41.2,13.7,59.9
Turkiye,Izmir,Erkek,Diger,30-49,2.3,0.6,71.2
Turkiye,Izmir,Erkek,Diger,50-69,15.2,5.8,66.8
Turkiye,Izmir,Erkek,Diger,70+,19.9,8.8,52.9
Turkiye,Izmir,Kadin,Akciger,30-49,2.2,1.2,18.5
Turkiye,Izmir,Kadin,Akciger,50-69,11.7,10.5,14.6
Turkiye,Izmir,Kadin,Akciger,70+,17.0,13.6,5.0
Turkiye,Izmir,Kadin,Meme,30-49,48.9,7.3,87.1
Turkiye,Izmir,Kadin,Meme,50-69,121.3,24.6,84.5
Turkiye,Izmir,Kadin,Meme,70+,164.6,46.0,72.9
Turkiye,Izmir,Kadin,Kolorektal,30-49,14.3,3.7,63.6
Turkiye,Izmir,Kadin,Kolorektal,50-69,24.6,11.2,55.9
Turkiye,Izmir,Kadin,Kolorektal,70+,91.0,51.1,47.2
Turkiye,Izmir,Kadin,Tiroid,30-49,49.2,0.6,93.9
Turkiye,Izmir,Kadin,Tiroid,50-69,53.0,0.6,96.8
Turkiye,Izmir,Kadin,Tiroid,70+,64.6,1.1,85.0
Turkiye,Izmir,Kadin,Mide,30-49,2.1,1.0,26.8
Turkiye,Izmir,Kadin,Mide,50-69,10.9,8.0,23.3
Turkiye,Izmir,Kadin,Mide,70+,16.9,16.4,12.5
Turkiye,Izmir,Kadin,Mesane,30-49,1.1,0.3,77.0
Turkiye,Izmir,Kadin,Mesane,50-69,5.3,2.0,69.3
Turkiye,Izmir,Kadin,Mesane,70+,9.1,4.1,59.9
Turkiye,Izmir,Kadin,Diger,30-49,2.9,0.6,70.1
Turkiye,Izmir,Kadin,Diger,50-69,14.8,5.3,64.8
Turkiye,Izmir,Kadin,Diger,70+,20.4,9.1,54.6
Turkiye,Kars,Erkek,Akciger,30-49,10.6,6.2,17.6
Turkiye,Kars,Erkek,Akciger,50-69,49.6,39.7,16.1
Turkiye,Kars,Erkek,Akciger,70+,88.6,76.8,5.0
Turkiye,Kars,Erkek,Prostat,30-49,21.5,5.1,89.5
Turkiye,Kars,Erkek,Prostat,50-69,35.2,6.5,85.4
Turkiye,Kars,Erkek,Prostat,70+,184.6,68.4,73.5
Turkiye,Kars,Erkek,Kolorektal,30-49,12.3,3.7,60.3
Turkiye,Kars,Erkek,Kolorektal,50-69,21.4,11.2,58.0
Turkiye,Kars,Erkek,Kolorektal,70+,91.0,59.1,49.1
Turkiye,Kars,Erkek,Tiroid,30-49,8.8,0.6,99.1
Turkiye,Kars,Erkek,Tiroid,50-69,8.0,0.6,99.2
Turkiye,Kars,Erkek,Tiroid,70+,13.3,0.9,84.8
Turkiye,Kars,Erkek,Mide,30-49,3.2,1.8,28.4
Turkiye,Kars,Erkek,Mide,50-69,21.3,14.4,22.1
Turkiye,Kars,Erkek,Mide,70+,29.0,26.9,13.3
Turkiye,Kars,Erkek,Mesane,30-49,5.7,1.0,73.1
Turkiye,Kars,Erkek,Mesane,50-69,27.2,9.5,73.1
Turkiye,Kars,Erkek,Mesane,70+,49.8,16.8,61.1
Turkiye,Kars,Erkek,Diger,30-49,2.6,0.5,71.0
Turkiye,Kars,Erkek,Diger,50-69,15.5,5.0,65.7
Turkiye,Kars,Erkek,Diger,70+,21.5,9.6,55.3
Turkiye,Kars,Kadin,Akciger,30-49,2.6,1.3,20.4
Turkiye,Kars,Kadin,Akciger,50-69,13.5,11.1,12.5
Turkiye,Kars,Kadin,Akciger,70+,21.3,16.6,5.0
Turkiye,Kars,Kadin,Meme,30-49,44.8,7.8,85.9
Turkiye,Kars,Kadin,Meme,50-69,100.3,24.8,85.0
Turkiye,Kars,Kadin,Meme,70+,172.3,42.0,74.7
Turkiye,Kars,Kadin,Kolorektal,30-49,11.3,3.7,62.7
Turkiye,Kars,Kadin,Kolorektal,50-69,27.8,12.5,57.6
Turkiye,Kars,Kadin,Kolorektal,70+,103.4,46.3,44.9
Turkiye,Kars,Kadin,Tiroid,30-49,35.1,0.5,95.3
Turkiye,Kars,Kadin,Tiroid,50-69,39.3,0.6,98.9
Turkiye,Kars,Kadin,Tiroid,70+,56.1,1.1,87.4
Turkiye,Kars,Kadin,Mide,30-49,2.1,1.0,29.4
Turkiye,Kars,Kadin,Mide,50-69,11.0,8.3,22.7
Turkiye,Kars,Kadin,Mide,70+,14.9,11.9,11.6
Turkiye,Kars,Kadin,Mesane,30-49,1.1,0.2,74.6
Turkiye,Kars,Kadin,Mesane,50-69,6.5,2.3,74.7
Turkiye,Kars,Kadin,Mesane,70+,9.2,4.2,56.5
Turkiye,Kars,Kadin,Diger,30-49,2.9,0.6,68.5
Turkiye,Kars,Kadin,Diger,50-69,15.2,5.4,65.9
Turkiye,Kars,Kadin,Diger,70+,19.5,9.3,51.9
Turkiye,Kastamonu,Erkek,Akciger,30-49,11.4,6.1,19.1
Turkiye,Kastamonu,Erkek,Akciger,50-69,65.8,47.7,18.5
Turkiye,Kastamonu,Erkek,Akciger,70+,74.2,59.4,5.0
Turkiye,Kastamonu,Erkek,Prostat,30-49,27.3,4.5,91.4
Turkiye,Kastamonu,Erkek,Prostat,50-69,33.1,5.9,89.5
Turkiye,Kastamonu,Erkek,Prostat,70+,216.6,71.1,73.3
Turkiye,Kastamonu,Erkek,Kolorektal,30-49,12.2,3.7,61.7
Turkiye,Kastamonu,Erkek,Kolorektal,50-69,26.7,10.5,60.2
Turkiye,Kastamonu,Erkek,Kolorektal,70+,87.0,63.7,45.4
Turkiye,Kastamonu,Erkek,Tiroid,30-49,9.2,0.6,97.2
Turkiye,Kastamonu,Erkek,Tiroid,50-69,9.6,0.5,99.5
Turkiye,Kastamonu,Erkek,Tiroid,70+,12.6,1.0,85.7
Turkiye,Kastamonu,Erkek,Mide,30-49,3.6,1.7,26.2
Turkiye,Kastamonu,Erkek,Mide,50-69,18.7,13.6,26.3
Turkiye,Kastamonu,Erkek,Mide,70+,25.4,20.3,11.4
Turkiye,Kastamonu,Erkek,Mesane,30-49,5.1,1.1,76.9
Turkiye,Kastamonu,Erkek,Mesane,50-69,30.5,9.9,72.8
Turkiye,Kastamonu,Erkek,Mesane,70+,46.6,15.2,57.1
Turkiye,Kastamonu,Erkek,Diger,30-49,2.6,0.6,70.5
Turkiye,Kastamonu,Erkek,Diger,50-69,12.4,5.0,65.3
Turkiye,Kastamonu,Erkek,Diger,70+,20.5,9.7,53.8
Turkiye,Kastamonu,Kadin,Akciger,30-49,2.8,1.2,21.2
Turkiye,Kastamonu,Kadin,Akciger,50-69,15.8,11.6,13.0
Turkiye,Kastamonu,Kadin,Akciger,70+,19.2,17.9,5.0
Turkiye,Kastamonu,Kadin,Meme,30-49,50.6,7.0,86.1
Turkiye,Kastamonu,Kadin,Meme,50-69,96.4,26.8,85.1
Turkiye,Kastamonu,Kadin,Meme,70+,161.7,41.0,76.1
Turkiye,Kastamonu,Kadin,Kolorektal,30-49,9.5,3.8,63.3
Turkiye,Kastamonu,Kadin,Kolorektal,50-69,25.1,12.5,57.4
Turkiye,Kastamonu,Kadin,Kolorektal,70+,101.1,57.6,49.3
Turkiye,Kastamonu,Kadin,Tiroid,30-49,36.0,0.6,99.5
Turkiye,Kastamonu,Kadin,Tiroid,50-69,39.3,0.5,97.2
Turkiye,Kastamonu,Kadin,Tiroid,70+,54.8,1.1,85.0
Turkiye,Kastamonu,Kadin,Mide,30-49,1.6,1.1,25.3
Turkiye,Kastamonu,Kadin,Mide,50-69,9.6,7.0,24.5
Turkiye,Kastamonu,Kadin,Mide,70+,16.3,15.5,13.5
Turkiye,Kastamonu,Kadin,Mesane,30-49,1.1,0.3,73.0
Turkiye,Kastamonu,Kadin,Mesane,50-69,6.0,1.9,70.6
Turkiye,Kastamonu,Kadin,Mesane,70+,8.2,4.0,59.1
Turkiye,Kastamonu,Kadin,Diger,30-49,2.8,0.6,73.4
Turkiye,Kastamonu,Kadin,Diger,50-69,14.6,4.6,65.4
Turkiye,Kastamonu,Kadin,Diger,70+,19.7,9.8,52.5
Turkiye,Kayseri,Erkek,Akciger,30-49,10.7,6.0,20.8
Turkiye,Kayseri,Erkek,Akciger,50-69,61.2,49.3,18.0
Turkiye,Kayseri,Erkek,Akciger,70+,80.9,64.7,5.0
Turkiye,Kayseri,Erkek,Prostat,30-49,22.7,4.7,89.6
Turkiye,Kayseri,Erkek,Prostat,50-69,34.1,5.5,88.2
Turkiye,Kayseri,Erkek,Prostat,70+,221.0,71.1,75.5
Turkiye,Kayseri,Erkek,Kolorektal,30-49,12.0,3.7,66.1
Turkiye,Kayseri,Erkek,Kolorektal,50-69,24.5,10.1,60.2
Turkiye,Kayseri,Erkek,Kolorektal,70+,89.1,51.7,44.4
Turkiye,Kayseri,Erkek,Tiroid,30-49,8.7,0.6,98.6
Turkiye,Kayseri,Erkek,Tiroid,50-69,9.7,0.6,97.9
Turkiye,Kayseri,Erkek,Tiroid,70+,12.4,1.1,88.5
Turkiye,Kayseri,Erkek,Mide,30-49,3.5,1.7,25.7
Turkiye,Kayseri,Erkek,Mide,50-69,16.8,15.8,24.0
Turkiye,Kayseri,Erkek,Mide,70+,27.8,26.0,13.5
Turkiye,Kayseri,Erkek,Mesane,30-49,5.4,1.2,75.4
Turkiye,Kayseri,Erkek,Mesane,50-69,29.5,9.4,71.7
Turkiye,Kayseri,Erkek,Mesane,70+,44.6,15.9,58.9
Turkiye,Kayseri,Erkek,Diger,30-49,3.2,0.7,70.8
Turkiye,Kayseri,Erkek,Diger,50-69,15.1,5.4,65.9
Turkiye,Kayseri,Erkek,Diger,70+,21.0,8.5,52.9
Turkiye,Kayseri,Kadin,Akciger,30-49,1.9,1.3,18.6
Turkiye,Kayseri,Kadin,Akciger,50-69,15.8,10.5,12.9
Turkiye,Kayseri,Kadin,Akciger,70+,19.5,16.8,5.0
Turkiye,Kayseri,Kadin,Meme,30-49,49.1,8.1,84.6
Turkiye,Kayseri,Kadin,Meme,50-69,115.3,21.4,87.3
Turkiye,Kayseri,Kadin,Meme,70+,167.7,43.7,74.0
Turkiye,Kayseri,Kadin,Kolorektal,30-49,12.6,4.3,63.0
Turkiye,Kayseri,Kadin,Kolorektal,50-69,26.3,10.0,57.4
Turkiye,Kayseri,Kadin,Kolorektal,70+,95.9,60.9,46.5
Turkiye,Kayseri,Kadin,Tiroid,30-49,37.3,0.6,97.2
Turkiye,Kayseri,Kadin,Tiroid,50-69,38.9,0.5,99.5
Turkiye,Kayseri,Kadin,Tiroid,70+,50.4,1.1,83.9
Turkiye,Kayseri,Kadin,Mide,30-49,2.2,1.1,28.2
Turkiye,Kayseri,Kadin,Mide,50-69,10.6,9.2,20.9
Turkiye,Kayseri,Kadin,Mide,70+,15.8,12.6,12.4
Turkiye,Kayseri,Kadin,Mesane,30-49,1.1,0.2,76.7
Turkiye,Kayseri,Kadin,Mesane,50-69,6.0,1.8,72.4
Turkiye,Kayseri,Kadin,Mesane,70+,8.4,4.2,57.0
Turkiye,Kayseri,Kadin,Diger,30-49,2.0,0.6,70.0
Turkiye,Kayseri,Kadin,Diger,50-69,13.0,4.6,70.0
Turkiye,Kayseri,Kadin,Diger,70+,20.5,9.3,51.8
Turkiye,Kirklareli,Erkek,Akciger,30-49,9.3,6.2,19.0
Turkiye,Kirklareli,Erkek,Akciger,50-69,60.0,51.5,15.5
Turkiye,Kirklareli,Erkek,Akciger,70+,85.8,81.8,5.0
Turkiye,Kirklareli,Erkek,Prostat,30-49,22.0,3.8,92.8
Turkiye,Kirklareli,Erkek,Prostat,50-69,33.3,6.0,84.5
Turkiye,Kirklareli,Erkek,Prostat,70+,191.5,65.1,72.1
Turkiye,Kirklareli,Erkek,Kolorektal,30-49,11.5,4.0,66.1
Turkiye,Kirklareli,Erkek,Kolorektal,50-69,25.1,11.7,55.6
Turkiye,Kirklareli,Erkek,Kolorektal,70+,100.2,52.4,47.6
Turkiye,Kirklareli,Erkek,Tiroid,30-49,8.8,0.7,96.6
Turkiye,Kirklareli,Erkek,Tiroid,50-69,9.5,0.6,97.9
Turkiye,Kirklareli,Erkek,Tiroid,70+,12.4,1.0,86.2
Turkiye,Kirklareli,Erkek,Mide,30-49,3.4,1.8,27.7
Turkiye,Kirklareli,Erkek,Mide,50-69,20.2,16.1,21.1
Turkiye,Kirklareli,Erkek,Mide,70+,28.4,23.8,12.1
Turkiye,Kirklareli,Erkek,Mesane,30-49,5.9,0.9,75.7
Turkiye,Kirklareli,Erkek,Mesane,50-69,29.8,8.5,73.4
Turkiye,Kirklareli,Erkek,Mesane,70+,41.1,14.7,59.1
Turkiye,Kirklareli,Erkek,Diger,30-49,2.8,0.6,71.6
Turkiye,Kirklareli,Erkek,Diger,50-69,15.6,4.1,64.0
Turkiye,Kirklareli,Erkek,Diger,70+,20.1,9.1,48.3
Turkiye,Kirklareli,Kadin,Akciger,30-49,3.0,1.3,19.8
Turkiye,Kirklareli,Kadin,Akciger,50-69,15.3,12.5,16.6
Turkiye,Kirklareli,Kadin,Akciger,70+,21.1,18.6,5.0
Turkiye,Kirklareli,Kadin,Meme,30-49,46.2,7.0,84.8
Turkiye,Kirklareli,Kadin,Meme,50-69,102.6,23.9,83.0
Turkiye,Kirklareli,Kadin,Meme,70+,163.5,41.9,74.3
Turkiye,Kirklareli,Kadin,Kolorektal,30-49,11.7,4.8,65.9
Turkiye,Kirklareli,Kadin,Kolorektal,50-69,23.4,11.2,57.9
Turkiye,Kirklareli,Kadin,Kolorektal,70+,87.5,50.0,47.8
Turkiye,Kirklareli,Kadin,Tiroid,30-49,35.9,0.6,99.5
Turkiye,Kirklareli,Kadin,Tiroid,50-69,42.2,0.6,99.1
Turkiye,Kirklareli,Kadin,Tiroid,70+,55.9,1.0,84.8
Turkiye,Kirklareli,Kadin,Mide,30-49,2.3,1.1,28.6
Turkiye,Kirklareli,Kadin,Mide,50-69,10.7,8.1,22.0
Turkiye,Kirklareli,Kadin,Mide,70+,15.9,14.4,11.0
Turkiye,Kirklareli,Kadin,Mesane,30-49,0.9,0.2,76.7
Turkiye,Kirklareli,Kadin,Mesane,50-69,6.3,2.1,69.2
Turkiye,Kirklareli,Kadin,Mesane,70+,7.7,3.7,60.2
Turkiye,Kirklareli,Kadin,Diger,30-49,2.9,0.6,67.4
Turkiye,Kirklareli,Kadin,Diger,50-69,15.3,4.7,64.1
Turkiye,Kirklareli,Kadin,Diger,70+,23.2,9.3,53.3
Turkiye,Kirsehir,Erkek,Akciger,30-49,10.0,6.3,21.4
Turkiye,Kirsehir,Erkek,Akciger,50-69,60.1,57.6,17.3
Turkiye,Kirsehir,Erkek,Akciger,70+,98.4,93.2,5.0
Turkiye,Kirsehir,Erkek,Prostat,30-49,29.1,4.7,90.6
Turkiye,Kirsehir,Erkek,Prostat,50-69,30.9,6.1,84.7
Turkiye,Kirsehir,Erkek,Prostat,70+,200.7,72.3,71.1
Turkiye,Kirsehir,Erkek,Kolorektal,30-49,13.7,4.2,62.7
Turkiye,Kirsehir,Erkek,Kolorektal,50-69,27.1,11.0,61.2
Turkiye,Kirsehir,Erkek,Kolorektal,70+,102.7,49.7,48.1
Turkiye,Kirsehir,Erkek,Tiroid,30-49,8.9,0.6,96.9
Turkiye,Kirsehir,Erkek,Tiroid,50-69,10.3,0.6,96.9
Turkiye,Kirsehir,Erkek,Tiroid,70+,11.3,1.0,87.0
Turkiye,Kirsehir,Erkek,Mide,30-49,3.5,2.0,28.9
Turkiye,Kirsehir,Erkek,Mide,50-69,20.5,15.4,20.5
Turkiye,Kirsehir,Erkek,Mide,70+,26.2,21.0,10.9
Turkiye,Kirsehir,Erkek,Mesane,30-49,5.8,1.1,73.6
Turkiye,Kirsehir,Erkek,Mesane,50-69,30.7,9.2,69.8
Turkiye,Kirsehir,Erkek,Mesane,70+,42.6,14.6,61.0
Turkiye,Kirsehir,Erkek,Diger,30-49,2.6,0.7,72.3
Turkiye,Kirsehir,Erkek,Diger,50-69,14.9,4.6,61.2
Turkiye,Kirsehir,Erkek,Diger,70+,18.5,7.8,55.5
Turkiye,Kirsehir,Kadin,Akciger,30-49,2.5,1.3,15.5
Turkiye,Kirsehir,Kadin,Akciger,50-69,12.7,11.2,15.5
Turkiye,Kirsehir,Kadin,Akciger,70+,19.4,19.2,5.9
Turkiye,Kirsehir,Kadin,Meme,30-49,47.2,7.5,86.3
Turkiye,Kirsehir,Kadin,Meme,50-69,137.0,20.0,87.2
Turkiye,Kirsehir,Kadin,Meme,70+,159.5,43.9,72.8
Turkiye,Kirsehir,Kadin,Kolorektal,30-49,12.2,4.1,69.1
Turkiye,Kirsehir,Kadin,Kolorektal,50-69,27.7,10.3,58.2
Turkiye,Kirsehir,Kadin,Kolorektal,70+,91.7,48.0,46.4
Turkiye,Kirsehir,Kadin,Tiroid,30-49,40.2,0.5,99.5
Turkiye,Kirsehir,Kadin,Tiroid,50-69,39.5,0.6,97.9
Turkiye,Kirsehir,Kadin,Tiroid,70+,60.0,1.1,86.2
